"Precinct: 06001 ","Polling Place: ",1,,,"Precinct: 06002 ","Polling Place: ",1,,,"Precinct: 06003 ","Polling Place: ",1,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,210,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,220,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,207
"WEAH, George Manneh (CDC) ",,,,46,"WEAH, George Manneh (CDC) ",,,,47,"WEAH, George Manneh (CDC) ",,,,46
,"Valid Votes: ",,,256,,"Valid Votes: ",,,267,,"Valid Votes: ",,,253
,"Invalid Votes: ",,,17,,"Invalid Votes: ",,,28,,"Invalid Votes: ",,,27
,"Total Votes: ",,,273,,"Total Votes: ",,,295,,"Total Votes: ",,,280
"Precinct: 06512 ","Polling Place: ",1,,,"Precinct: 06512 ","Polling Place: ",2,,,"Precinct: 06512 ","Polling Place: ",3,,
"Pay Elementary & Jr. High Schl, Foequelleh Tow n ",,,,,"Pay Elementary & Jr. High Schl, Foequelleh Tow n ",,,,,"Pay Elementary & Jr. High Schl, Foequelleh Tow n",,,,
"Registered Voters: ",609,,,,"Registered Voters: ",574,,,,"Registered Voters: ",591,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,241,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,273,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,234
"WEAH, George Manneh (CDC) ",,,,32,"WEAH, George Manneh (CDC) ",,,,20,"WEAH, George Manneh (CDC) ",,,,24
,"Valid Votes: ",,,273,,"Valid Votes: ",,,293,,"Valid Votes: ",,,258
,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2
,"Total Votes: ",,,285,,"Total Votes: ",,,300,,"Total Votes: ",,,260
"Precinct: 06512 ","Polling Place: ",4,,,"Precinct: 06513 ","Polling Place: ",1,,,"Precinct: 06513 ","Polling Place: ",2,,
"Pay Elementary & Jr. High Schl, Foequelleh Tow n ",,,,,"Weah Elementary School, Bellemue Tow n ",,,,,"Weah Elementary School, Bellemue Tow n",,,,
"Registered Voters: ",608,,,,"Registered Voters: ",422,,,,"Registered Voters: ",441,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,251,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,132,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,153
"WEAH, George Manneh (CDC) ",,,,37,"WEAH, George Manneh (CDC) ",,,,97,"WEAH, George Manneh (CDC) ",,,,102
,"Valid Votes: ",,,288,,"Valid Votes: ",,,229,,"Valid Votes: ",,,255
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,17,,"Invalid Votes: ",,,6
,"Total Votes: ",,,291,,"Total Votes: ",,,246,,"Total Votes: ",,,261
"Precinct: 06513 ","Polling Place: ",3,,,"Precinct: 06514 ","Polling Place: ",1,,,"Precinct: 06514 ","Polling Place: ",2,,
"Weah Elementary School, Bellemue Tow n ",,,,,"Garmu Public School, Gahnmue ",,,,,"Garmu Public School, Gahnmue",,,,
"Registered Voters: ",458,,,,"Registered Voters: ",580,,,,"Registered Voters: ",566,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,160,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,208,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,212
"WEAH, George Manneh (CDC) ",,,,85,"WEAH, George Manneh (CDC) ",,,,92,"WEAH, George Manneh (CDC) ",,,,86
,"Valid Votes: ",,,245,,"Valid Votes: ",,,300,,"Valid Votes: ",,,298
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,18,,"Invalid Votes: ",,,11
,"Total Votes: ",,,253,,"Total Votes: ",,,318,,"Total Votes: ",,,309
"Precinct: 06514 ","Polling Place: ",3,,,"Precinct: 06515 ","Polling Place: ",1,,,"Precinct: 06515 ","Polling Place: ",2,,
"Garmu Public School, Gahnmue ",,,,,"Nyonfakollie Public School, Zow ienta Tow n ",,,,,"Nyonfakollie Public School, Zow ienta Tow n",,,,
"Registered Voters: ",568,,,,"Registered Voters: ",527,,,,"Registered Voters: ",523,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,179,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,122,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,100
"WEAH, George Manneh (CDC) ",,,,81,"WEAH, George Manneh (CDC) ",,,,57,"WEAH, George Manneh (CDC) ",,,,59
,"Valid Votes: ",,,260,,"Valid Votes: ",,,179,,"Valid Votes: ",,,159
,"Invalid Votes: ",,,39,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,2
,"Total Votes: ",,,299,,"Total Votes: ",,,184,,"Total Votes: ",,,161
"Precinct: 06515 ","Polling Place: ",3,,,"Precinct: 06515 ","Polling Place: ",4,,,"Precinct: 06515 ","Polling Place: ",5,,
"Nyonfakollie Public School, Zow ienta Tow n ",,,,,"Nyonfakollie Public School, Zow ienta Tow n ",,,,,"Nyonfakollie Public School, Zow ienta Tow n",,,,
"Registered Voters: ",498,,,,"Registered Voters: ",524,,,,"Registered Voters: ",466,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,94,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,106
"WEAH, George Manneh (CDC) ",,,,66,"WEAH, George Manneh (CDC) ",,,,68,"WEAH, George Manneh (CDC) ",,,,64
,"Valid Votes: ",,,160,,"Valid Votes: ",,,203,,"Valid Votes: ",,,170
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4
,"Total Votes: ",,,166,,"Total Votes: ",,,210,,"Total Votes: ",,,174
"Precinct: 06516 ","Polling Place: ",1,,,"Precinct: 06516 ","Polling Place: ",2,,,"Precinct: 06516 ","Polling Place: ",3,,
"Samuel B. Cooper School, Baila Tow n ",,,,,"Samuel B. Cooper School, Baila Tow n ",,,,,"Samuel B. Cooper School, Baila Tow n",,,,
"Registered Voters: ",466,,,,"Registered Voters: ",456,,,,"Registered Voters: ",499,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,225,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,215,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,257
"WEAH, George Manneh (CDC) ",,,,42,"WEAH, George Manneh (CDC) ",,,,40,"WEAH, George Manneh (CDC) ",,,,44
,"Valid Votes: ",,,267,,"Valid Votes: ",,,255,,"Valid Votes: ",,,301
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,4
,"Total Votes: ",,,272,,"Total Votes: ",,,259,,"Total Votes: ",,,305
"Precinct: 06517 ","Polling Place: ",1,,,"Precinct: 06517 ","Polling Place: ",2,,,"Precinct: 06517 ","Polling Place: ",3,,
"Nyaquoi Bee School, Palala Tow n ",,,,,"Nyaquoi Bee School, Palala Tow n ",,,,,"Nyaquoi Bee School, Palala Tow n",,,,
"Registered Voters: ",604,,,,"Registered Voters: ",594,,,,"Registered Voters: ",616,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,140,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,145,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,122
"WEAH, George Manneh (CDC) ",,,,171,"WEAH, George Manneh (CDC) ",,,,152,"WEAH, George Manneh (CDC) ",,,,170
,"Valid Votes: ",,,311,,"Valid Votes: ",,,297,,"Valid Votes: ",,,292
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,13
,"Total Votes: ",,,312,,"Total Votes: ",,,301,,"Total Votes: ",,,305
"Precinct: 06517 ","Polling Place: ",4,,,"Precinct: 06517 ","Polling Place: ",5,,,"Precinct: 06518 ","Polling Place: ",1,,
"Nyaquoi Bee School, Palala Tow n ",,,,,"Nyaquoi Bee School, Palala Tow n ",,,,,"Youth Mission Of Life, Foela Tow n",,,,
"Registered Voters: ",597,,,,"Registered Voters: ",584,,,,"Registered Voters: ",463,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,136,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,140,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,181
"WEAH, George Manneh (CDC) ",,,,184,"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,54
,"Valid Votes: ",,,320,,"Valid Votes: ",,,302,,"Valid Votes: ",,,235
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,4
,"Total Votes: ",,,324,,"Total Votes: ",,,308,,"Total Votes: ",,,239
"Precinct: 06518 ","Polling Place: ",2,,,"Precinct: 06519 ","Polling Place: ",1,,,"Precinct: 06520 ","Polling Place: ",1,,
"Youth Mission Of Life, Foela Tow n ",,,,,"Sarw olor Tow n Public School , Sarw olor Tow n ",,,,,"James Milton Jr. High School, Zebay ",,,,
"Registered Voters: ",440,,,,"Registered Voters: ",415,,,,"Registered Voters: ",490,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,176,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,162,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,168
"WEAH, George Manneh (CDC) ",,,,47,"WEAH, George Manneh (CDC) ",,,,120,"WEAH, George Manneh (CDC) ",,,,36
,"Valid Votes: ",,,223,,"Valid Votes: ",,,282,,"Valid Votes: ",,,204
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,7
,"Total Votes: ",,,230,,"Total Votes: ",,,289,,"Total Votes: ",,,211
"Precinct: 06520 ","Polling Place: ",2,,,"Precinct: 06520 ","Polling Place: ",3,,,"Precinct: 06520 ","Polling Place: ",4,,
"James Milton Jr. High School, Zebay ",,,,,"James Milton Jr. High School, Zebay ",,,,,"James Milton Jr. High School, Zebay ",,,,
"Registered Voters: ",466,,,,"Registered Voters: ",487,,,,"Registered Voters: ",499,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,150,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,167,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,161
"WEAH, George Manneh (CDC) ",,,,31,"WEAH, George Manneh (CDC) ",,,,32,"WEAH, George Manneh (CDC) ",,,,37
,"Valid Votes: ",,,181,,"Valid Votes: ",,,199,,"Valid Votes: ",,,198
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,4
,"Total Votes: ",,,185,,"Total Votes: ",,,204,,"Total Votes: ",,,202
"Precinct: 06521 ","Polling Place: ",1,,,"Precinct: 06521 ","Polling Place: ",2,,,"Precinct: 06522 ","Polling Place: ",1,,
"Yopea Public School, Yopea (1) ",,,,,"Yopea Public School, Yopea (1) ",,,,,"Tarsai Public School, Tarsai Tow n",,,,
"Registered Voters: ",433,,,,"Registered Voters: ",444,,,,"Registered Voters: ",457,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,115,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,87,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,129
"WEAH, George Manneh (CDC) ",,,,49,"WEAH, George Manneh (CDC) ",,,,55,"WEAH, George Manneh (CDC) ",,,,54
,"Valid Votes: ",,,164,,"Valid Votes: ",,,142,,"Valid Votes: ",,,183
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,8
,"Total Votes: ",,,166,,"Total Votes: ",,,148,,"Total Votes: ",,,191
"Precinct: 06522 ","Polling Place: ",2,,,"Precinct: 06523 ","Polling Place: ",1,,,"Precinct: 06523 ","Polling Place: ",2,,
"Tarsai Public School, Tarsai Tow n ",,,,,"Botota Public School, Botota City ",,,,,"Botota Public School, Botota City",,,,
"Registered Voters: ",476,,,,"Registered Voters: ",459,,,,"Registered Voters: ",492,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,138,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,107,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,87
"WEAH, George Manneh (CDC) ",,,,83,"WEAH, George Manneh (CDC) ",,,,61,"WEAH, George Manneh (CDC) ",,,,69
,"Valid Votes: ",,,221,,"Valid Votes: ",,,168,,"Valid Votes: ",,,156
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,15
,"Total Votes: ",,,224,,"Total Votes: ",,,176,,"Total Votes: ",,,171
"Precinct: 06524 ","Polling Place: ",1,,,"Precinct: 06524 ","Polling Place: ",2,,,"Precinct: 06524 ","Polling Place: ",3,,
"Gbecohn Public School, Gbecohn ",,,,,"Gbecohn Public School, Gbecohn ",,,,,"Gbecohn Public School, Gbecohn ",,,,
"Registered Voters: ",538,,,,"Registered Voters: ",494,,,,"Registered Voters: ",508,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,68,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,83,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,59
"WEAH, George Manneh (CDC) ",,,,77,"WEAH, George Manneh (CDC) ",,,,67,"WEAH, George Manneh (CDC) ",,,,77
,"Valid Votes: ",,,145,,"Valid Votes: ",,,150,,"Valid Votes: ",,,136
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,0
,"Total Votes: ",,,153,,"Total Votes: ",,,150,,"Total Votes: ",,,136
"Precinct: 06525 ","Polling Place: ",1,,,"Precinct: 06525 ","Polling Place: ",2,,,"Precinct: 06526 ","Polling Place: ",1,,
"Tukpablee Palava Hut, Tukpablee Tow n ",,,,,"Tukpablee Palava Hut, Tukpablee Tow n ",,,,,"Gbarlokpalah Public School, Gbarlorkpalah Tow n (1)",,,,
"Registered Voters: ",526,,,,"Registered Voters: ",529,,,,"Registered Voters: ",427,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,117,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,54,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,222
"WEAH, George Manneh (CDC) ",,,,330,"WEAH, George Manneh (CDC) ",,,,247,"WEAH, George Manneh (CDC) ",,,,39
,"Valid Votes: ",,,447,,"Valid Votes: ",,,301,,"Valid Votes: ",,,261
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,1
,"Total Votes: ",,,450,,"Total Votes: ",,,306,,"Total Votes: ",,,262
"Precinct: 06526 ","Polling Place: ",2,,,"Precinct: 06526 ","Polling Place: ",3,,,"Precinct: 06527 ","Polling Place: ",1,,
"Gbarlokpalah Public School, Gbarlorkpalah Tow n (1) ",,,,,"Gbarlokpalah Public School, Gbarlorkpalah Tow n (1) ",,,,,"U-lah Public School, U-lah Tow n",,,,
"Registered Voters: ",432,,,,"Registered Voters: ",405,,,,"Registered Voters: ",540,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,298,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,303,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,126
"WEAH, George Manneh (CDC) ",,,,22,"WEAH, George Manneh (CDC) ",,,,22,"WEAH, George Manneh (CDC) ",,,,67
,"Valid Votes: ",,,320,,"Valid Votes: ",,,325,,"Valid Votes: ",,,193
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,12
,"Total Votes: ",,,322,,"Total Votes: ",,,329,,"Total Votes: ",,,205
"Precinct: 06527 ","Polling Place: ",2,,,"Precinct: 06528 ","Polling Place: ",1,,,"Precinct: 06528 ","Polling Place: ",2,,
"U-lah Public School, U-lah Tow n ",,,,,"Gold Camp Public School, Gold Camp Tow n ",,,,,"Gold Camp Public School, Gold Camp Tow n",,,,
"Registered Voters: ",529,,,,"Registered Voters: ",511,,,,"Registered Voters: ",469,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,133,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,176,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,92
"WEAH, George Manneh (CDC) ",,,,74,"WEAH, George Manneh (CDC) ",,,,122,"WEAH, George Manneh (CDC) ",,,,105
,"Valid Votes: ",,,207,,"Valid Votes: ",,,298,,"Valid Votes: ",,,197
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,4
,"Total Votes: ",,,213,,"Total Votes: ",,,300,,"Total Votes: ",,,201
"Precinct: 06528 ","Polling Place: ",3,,,"Precinct: 06528 ","Polling Place: ",4,,,"Precinct: 06529 ","Polling Place: ",1,,
"Gold Camp Public School, Gold Camp Tow n ",,,,,"Gold Camp Public School, Gold Camp Tow n ",,,,,"Yolo Tow n Public School, Yolo Tow n",,,,
"Registered Voters: ",465,,,,"Registered Voters: ",522,,,,"Registered Voters: ",420,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,191,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,155,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,80
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,125,"WEAH, George Manneh (CDC) ",,,,108
,"Valid Votes: ",,,304,,"Valid Votes: ",,,280,,"Valid Votes: ",,,188
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,2
,"Total Votes: ",,,309,,"Total Votes: ",,,290,,"Total Votes: ",,,190
"Precinct: 06529 ","Polling Place: ",2,,,"Precinct: 06529 ","Polling Place: ",3,,,"Precinct: 06530 ","Polling Place: ",1,,
"Yolo Tow n Public School, Yolo Tow n ",,,,,"Yolo Tow n Public School, Yolo Tow n ",,,,,"Rock Crusher Public School, Rock Crusher Tow n",,,,
"Registered Voters: ",409,,,,"Registered Voters: ",433,,,,"Registered Voters: ",530,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,67,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,106,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,103
"WEAH, George Manneh (CDC) ",,,,112,"WEAH, George Manneh (CDC) ",,,,120,"WEAH, George Manneh (CDC) ",,,,209
,"Valid Votes: ",,,179,,"Valid Votes: ",,,226,,"Valid Votes: ",,,312
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,4
,"Total Votes: ",,,180,,"Total Votes: ",,,230,,"Total Votes: ",,,316
"Precinct: 06531 ","Polling Place: ",1,,,"Precinct: 06532 ","Polling Place: ",1,,,"Precinct: 06533 ","Polling Place: ",1,,
"Doe-blee Public School, Doe-blee Tow n ",,,,,"Palava Hut, Gbeletay Tow n ",,,,,"Palava Hut, Nagboi Tow n",,,,
"Registered Voters: ",503,,,,"Registered Voters: ",325,,,,"Registered Voters: ",460,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,60,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,64,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,127
"WEAH, George Manneh (CDC) ",,,,143,"WEAH, George Manneh (CDC) ",,,,72,"WEAH, George Manneh (CDC) ",,,,77
,"Valid Votes: ",,,203,,"Valid Votes: ",,,136,,"Valid Votes: ",,,204
,"Invalid Votes: ",,,12,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2
,"Total Votes: ",,,215,,"Total Votes: ",,,143,,"Total Votes: ",,,206
"Precinct: 06534 ","Polling Place: ",1,,,"Precinct: 06534 ","Polling Place: ",2,,,"Precinct: 06534 ","Polling Place: ",3,,
"Tamata Public School, Tamata Tow n ",,,,,"Tamata Public School, Tamata Tow n ",,,,,"Tamata Public School, Tamata Tow n",,,,
"Registered Voters: ",486,,,,"Registered Voters: ",459,,,,"Registered Voters: ",458,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,96,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,96,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,83
"WEAH, George Manneh (CDC) ",,,,90,"WEAH, George Manneh (CDC) ",,,,114,"WEAH, George Manneh (CDC) ",,,,80
,"Valid Votes: ",,,186,,"Valid Votes: ",,,210,,"Valid Votes: ",,,163
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,6
,"Total Votes: ",,,189,,"Total Votes: ",,,210,,"Total Votes: ",,,169
"Precinct: 06535 ","Polling Place: ",1,,,"Precinct: 06535 ","Polling Place: ",2,,,"Precinct: 06536 ","Polling Place: ",1,,
"Tolomineh Public School , Tolomineh Tow n ",,,,,"Tolomineh Public School , Tolomineh Tow n ",,,,,"Gbenequelleh Public School, Gbenequelleh Tow n",,,,
"Registered Voters: ",341,,,,"Registered Voters: ",372,,,,"Registered Voters: ",599,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,200,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,144,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,262
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,144,"WEAH, George Manneh (CDC) ",,,,144
,"Valid Votes: ",,,313,,"Valid Votes: ",,,288,,"Valid Votes: ",,,406
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,4
,"Total Votes: ",,,319,,"Total Votes: ",,,290,,"Total Votes: ",,,410
"Precinct: 06536 ","Polling Place: ",2,,,"Precinct: 06537 ","Polling Place: ",1,,,"Precinct: 06537 ","Polling Place: ",2,,
"Gbenequelleh Public School, Gbenequelleh Tow n ",,,,,"Samey Public School, Samey ",,,,,"Samey Public School, Samey ",,,,
"Registered Voters: ",563,,,,"Registered Voters: ",319,,,,"Registered Voters: ",300,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,190,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,158,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,124
"WEAH, George Manneh (CDC) ",,,,162,"WEAH, George Manneh (CDC) ",,,,42,"WEAH, George Manneh (CDC) ",,,,30
,"Valid Votes: ",,,352,,"Valid Votes: ",,,200,,"Valid Votes: ",,,154
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,0
,"Total Votes: ",,,354,,"Total Votes: ",,,200,,"Total Votes: ",,,154
"Precinct: 06538 ","Polling Place: ",1,,,"Precinct: 06538 ","Polling Place: ",2,,,"Precinct: 06539 ","Polling Place: ",1,,
"Gbaoto Public School, Gbaoto ",,,,,"Gbaoto Public School, Gbaoto ",,,,,"Jeneplita Public School, Jennepleta ",,,,
"Registered Voters: ",534,,,,"Registered Voters: ",539,,,,"Registered Voters: ",439,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,115,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,111,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,60
"WEAH, George Manneh (CDC) ",,,,158,"WEAH, George Manneh (CDC) ",,,,166,"WEAH, George Manneh (CDC) ",,,,101
,"Valid Votes: ",,,273,,"Valid Votes: ",,,277,,"Valid Votes: ",,,161
