"Precinct: 03001 ","Polling Place: ",1,,,,,"Total: 469 ","Age 18-27: 46.1% ","Age 48-57: ",,,"7.9%",,
"CONNEH, Sekou Damate (PRODEM) ",,,,4,"BENSON, Rebecca T. (LP) ",,19,"GRAY, Quaye Boimah (CDC) ",,,,,,13
"DIVINE, SR., Samuel Raymond (Ind) ",,,,5,"BROWN, Samuel Njalbae (LP) ",,13,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,22
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,29,"TYLER, Jenekai Alex (COTOL) ",,,,,,182
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,18,"YORYOR, Miatta Richardson (UP) ",,,,,,19
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,156,"KO-JUAH, Amos Boima (UP) ",,16,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,17
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,19,,"Valid Votes: ",,,,,288
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,13,,"Invalid Votes: ",,,,,16
"KORTO, Joseph D. Z. (LERP) ",,,,3,"SANDO, G. Aaron (NDPL) ",,229,,"Total Votes: ",,,,,304
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,11,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,2,"VINCENT, Erik Bauman (APD) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,6,"VINCENT, Lincoln  (LDP) ",,2,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,39,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",431,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,31,,"Invalid Ballots: ",5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,3,,"Valid Votes + Invalid Ballots: ",436,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,11,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,19,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,27,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,295,,,,,,,,,,
,"Invalid Votes: ",,,7,,,,,,,,,,
,"Total Votes: ",,,302,,,,,,,,,,
"Precinct: 03058 ","Polling Place: ",1,,,,,"Total: 314 ","Age 18-27: 31.2% ","Age 48-57: ",,,"8.9%",,
"Gbarngba Tow n Hall , GBARNGBA TOWN, Bomi ",,,,,,,"Males: 58.0% Females: 42.0% ","Age 28-37: 28.3% Age 38-47: 17.8% ","Age 58-67: Age 68+: ",,,"8.6%5.1%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,9,"ANDERSON, Alfred Boimah (NPP) ",,13,"BOIMAH, Sando Samuel (NPP) ",,,,,,22,
"BRUMSKINE, Charles Walker (LP) ",,,6,"BALLOH, Musah  (ALCOP) ",,12,"BROWN, Jeru S. (NDPL) ",,,,,,41,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"BENSON, Rebecca T. (LP) ",,28,"GRAY, Quaye Boimah (CDC) ",,,,,,28,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"BROWN, Samuel Njalbae (LP) ",,30,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,31,
"FARHAT, David M. (FDP) ",,,2,"DEVINE, Richard Blamah (COTOL) ",,38,"TYLER, Jenekai Alex (COTOL) ",,,,,,31,
"JALLAH, Armah Zolu (NPL) ",,,2,"JOHNSON, Sando Dazoe (NPP) ",,17,"YORYOR, Miatta Richardson (UP) ",,,,,,21,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,72,"KO-JUAH, Amos Boima (UP) ",,18,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,24,
"KIADII, George Momodu (NATVIPOL) ",,,2,"LANSANAH, Lahai Gbabye (NDPL) ",,51,,"Valid Votes: ",,,,,198,
"KIEH, JR., George Klay (NDM) ",,,2,"MASSALEY, Mohammed Aliu (UP) ",,20,,"Invalid Votes: ",,,,,40,
"KORTO, Joseph D. Z. (LERP) ",,,0,"SANDO, G. Aaron (NDPL) ",,49,,"Total Votes: ",,,,,238,
"KPOTO, Robert Momo (ULD) ",,,1,"SARNOR, Faliku G. (CDC) ",,23,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,2,"VINCENT, Erik Bauman (APD) ",,2,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,4,"VINCENT, Lincoln  (LDP) ",,10,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"WASHINGTON, Hajah Sheri (COTOL) ",,81,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,"Valid Votes: ",392,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,18,,"Invalid Ballots: ",18,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,"Valid Votes + Invalid Ballots: ",410,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,3,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,12,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,79,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,219,,,,,,,,,,,
,"Invalid Votes: ",,23,,,,,,,,,,,
,"Total Votes: ",,242,,,,,,,,,,,
"Precinct: 03059 ","Polling Place: ",1,,,,,,"Total: 456 ","Age 18-27: 30.7% ","Age 48-57: ",,,"15.6%",
"GONZIPO PALAVA HUT, GONZIPO, Bomi ",,,,,,,,"Males: 49.8% Females: 50.2% ","Age 28-37: 17.1% Age 38-47: 21.9% ","Age 58-67: Age 68+: ",,,"8.1%6.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"ANDERSON, Alfred Boimah (NPP) ",,5,"BOIMAH, Sando Samuel (NPP) ",,,,,,15
"BRUMSKINE, Charles Walker (LP) ",,,,3,"BALLOH, Musah  (ALCOP) ",,3,"BROWN, Jeru S. (NDPL) ",,,,,,218
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,14,"GRAY, Quaye Boimah (CDC) ",,,,,,24
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,33,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,16
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,22,"TYLER, Jenekai Alex (COTOL) ",,,,,,25
"JALLAH, Armah Zolu (NPL) ",,,,1,"JOHNSON, Sando Dazoe (NPP) ",,30,"YORYOR, Miatta Richardson (UP) ",,,,,,35
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,89,"KO-JUAH, Amos Boima (UP) ",,235,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,15
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,27,,"Valid Votes: ",,,,,348
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,13,,"Invalid Votes: ",,,,,19
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,36,,"Total Votes: ",,,,,367
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,12,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"VINCENT, Erik Bauman (APD) ",,5,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,0,"VINCENT, Lincoln  (LDP) ",,5,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,74,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",514,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,17,,"Invalid Ballots: ",9,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",523,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,5,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,25,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,128,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,82,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,358,,,,,,,,,,
,"Invalid Votes: ",,,10,,,,,,,,,,
,"Total Votes: ",,,368,,,,,,,,,,
"Precinct: 03060 ","Polling Place: ",1,,,,,,"Total: 401 ","Age 18-27: 36.4% ","Age 48-57: ",,,"11.2%",
"MALEMA TOWN HALL, MALEMA, Bomi ",,,,,,,,"Males: 54.1% Females: 45.9% ","Age 28-37: 23.2% Age 38-47: 16.0% ","Age 58-67: Age 68+: ",,,"8.0%5.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,1,"ANDERSON, Alfred Boimah (NPP) ",,1,"BOIMAH, Sando Samuel (NPP) ",,,,,,10
"BRUMSKINE, Charles Walker (LP) ",,,,6,"BALLOH, Musah  (ALCOP) ",,1,"BROWN, Jeru S. (NDPL) ",,,,,,26
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,13,"GRAY, Quaye Boimah (CDC) ",,,,,,58
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,2,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,33
"FARHAT, David M. (FDP) ",,,,1,"DEVINE, Richard Blamah (COTOL) ",,20,"TYLER, Jenekai Alex (COTOL) ",,,,,,125
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,8,"YORYOR, Miatta Richardson (UP) ",,,,,,37
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,30,"KO-JUAH, Amos Boima (UP) ",,3,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,32
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,236,,"Valid Votes: ",,,,,321
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,8,,"Invalid Votes: ",,,,,5
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,21,,"Total Votes: ",,,,,326
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,43,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"VINCENT, Erik Bauman (APD) ",,6,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"VINCENT, Lincoln  (LDP) ",,5,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,12,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",379,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,38,,"Invalid Ballots: ",5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",384,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,17,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,66,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,150,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,321,,,,,,,,,,
,"Invalid Votes: ",,,8,,,,,,,,,,
,"Total Votes: ",,,329,,,,,,,,,,
"Precinct: 03060 ","Polling Place: ",2,,,,,,"Total: 409 ","Age 18-27: 39.1% ","Age 48-57: ",,,"10.8%",
"MALEMA TOWN HALL, MALEMA, Bomi ",,,,,,,,"Males: 51.1% Females: 49.1% ","Age 28-37: 23.7% Age 38-47: 16.9% ","Age 58-67: Age 68+: ",,,"6.6%3.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,1,"ANDERSON, Alfred Boimah (NPP) ",,3,"BOIMAH, Sando Samuel (NPP) ",,,,,,10
"BRUMSKINE, Charles Walker (LP) ",,,,3,"BALLOH, Musah  (ALCOP) ",,3,"BROWN, Jeru S. (NDPL) ",,,,,,20
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,11,"GRAY, Quaye Boimah (CDC) ",,,,,,57
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,5,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,27
"FARHAT, David M. (FDP) ",,,,1,"DEVINE, Richard Blamah (COTOL) ",,25,"TYLER, Jenekai Alex (COTOL) ",,,,,,91
"JALLAH, Armah Zolu (NPL) ",,,,1,"JOHNSON, Sando Dazoe (NPP) ",,5,"YORYOR, Miatta Richardson (UP) ",,,,,,35
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,28,"KO-JUAH, Amos Boima (UP) ",,13,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,45
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,179,,"Valid Votes: ",,,,,285
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,17,,"Invalid Votes: ",,,,,15
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,15,,"Total Votes: ",,,,,300
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,55,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"VINCENT, Erik Bauman (APD) ",,3,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,3,"VINCENT, Lincoln  (LDP) ",,10,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,9,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,,"Valid Votes: ",353,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,55,,"Invalid Ballots: ",8,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",361,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,5,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,53,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,139,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,298,,,,,,,,,,
,"Invalid Votes: ",,,4,,,,,,,,,,
,"Total Votes: ",,,302,,,,,,,,,,
"Precinct: 03061 ","Polling Place: ",1,,,,,,"Total: 554 ","Age 18-27: 42.6% ","Age 48-57: ",,,"8.3%",
"Gertrude Yancy Public School , KLAY, Bomi ",,,,,,,,"Males: 54.5% Females: 45.5% ","Age 28-37: 22.9% Age 38-47: 17.3% ","Age 58-67: Age 68+: ",,,"4.7%4.2%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"ANDERSON, Alfred Boimah (NPP) ",,17,"BOIMAH, Sando Samuel (NPP) ",,,,,,32
"BRUMSKINE, Charles Walker (LP) ",,,,20,"BALLOH, Musah  (ALCOP) ",,7,"BROWN, Jeru S. (NDPL) ",,,,,,60
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"BENSON, Rebecca T. (LP) ",,36,"GRAY, Quaye Boimah (CDC) ",,,,,,25
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,146,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,40
"FARHAT, David M. (FDP) ",,,,1,"DEVINE, Richard Blamah (COTOL) ",,114,"TYLER, Jenekai Alex (COTOL) ",,,,,,56
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,36,"YORYOR, Miatta Richardson (UP) ",,,,,,78
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,161,"KO-JUAH, Amos Boima (UP) ",,28,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,25
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,42,,"Valid Votes: ",,,,,316
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,23,,"Invalid Votes: ",,,,,16
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,77,,"Total Votes: ",,,,,332
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,20,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,0,"VINCENT, Erik Bauman (APD) ",,4,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,10,"VINCENT, Lincoln  (LDP) ",,2,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"WASHINGTON, Hajah Sheri (COTOL) ",,13,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",565,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,27,,"Invalid Ballots: ",8,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",573,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,3,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,26,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,69,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,329,,,,,,,,,,
,"Invalid Votes: ",,,6,,,,,,,,,,
,"Total Votes: ",,,335,,,,,,,,,,
"Precinct: 03061 ","Polling Place: ",2,,,,,,"Total: 550 ","Age 18-27: 41.1% ","Age 48-57: ",,,"9.8%",
"Gertrude Yancy Public School , KLAY, Bomi ",,,,,,,,"Males: 51.8% Females: 48.2% ","Age 28-37: 23.5% Age 38-47: 16.2% ","Age 58-67: Age 68+: ",,,"4.9%4.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,4,"ANDERSON, Alfred Boimah (NPP) ",,10,"BOIMAH, Sando Samuel (NPP) ",,,,,,23
"BRUMSKINE, Charles Walker (LP) ",,,,16,"BALLOH, Musah  (ALCOP) ",,11,"BROWN, Jeru S. (NDPL) ",,,,,,92
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,31,"GRAY, Quaye Boimah (CDC) ",,,,,,26
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,195,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,27
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,91,"TYLER, Jenekai Alex (COTOL) ",,,,,,66
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,33,"YORYOR, Miatta Richardson (UP) ",,,,,,68
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,170,"KO-JUAH, Amos Boima (UP) ",,18,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,17
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,23,,"Valid Votes: ",,,,,319
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,11,,"Invalid Votes: ",,,,,26
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,59,,"Total Votes: ",,,,,345
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,22,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,3,"VINCENT, Erik Bauman (APD) ",,1,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,7,"VINCENT, Lincoln  (LDP) ",,5,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,12,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",522,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,20,,"Invalid Ballots: ",19,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,3,,"Valid Votes + Invalid Ballots: ",541,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,3,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,21,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,80,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,332,,,,,,,,,,
,"Invalid Votes: ",,,19,,,,,,,,,,
,"Total Votes: ",,,351,,,,,,,,,,
"Precinct: 03061 ","Polling Place: ",3,,,,,,"Total: 566 ","Age 18-27: 38.9% ","Age 48-57: ",,,"9.0%",
"Gertrude Yancy Public School , KLAY, Bomi ",,,,,,,,"Males: 49.8% Females: 50.2% ","Age 28-37: 23.7% Age 38-47: 16.1% ","Age 58-67: Age 68+: ",,,"6.9%5.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,6,"ANDERSON, Alfred Boimah (NPP) ",,11,"BOIMAH, Sando Samuel (NPP) ",,,,,,28
"BRUMSKINE, Charles Walker (LP) ",,,,13,"BALLOH, Musah  (ALCOP) ",,11,"BROWN, Jeru S. (NDPL) ",,,,,,86
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,38,"GRAY, Quaye Boimah (CDC) ",,,,,,28
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"BROWN, Samuel Njalbae (LP) ",,171,"GRAY, SR., Sylvester Kojuah (NRP) ",,,,,,36
"FARHAT, David M. (FDP) ",,,,3,"DEVINE, Richard Blamah (COTOL) ",,93,"TYLER, Jenekai Alex (COTOL) ",,,,,,52
"JALLAH, Armah Zolu (NPL) ",,,,1,"JOHNSON, Sando Dazoe (NPP) ",,25,"YORYOR, Miatta Richardson (UP) ",,,,,,88
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,187,"KO-JUAH, Amos Boima (UP) ",,38,"ZINNAH, Alfred Blamah-Seh (LP) ",,,,,,14
"KIADII, George Momodu (NATVIPOL) ",,,,2,"LANSANAH, Lahai Gbabye (NDPL) ",,28,,"Valid Votes: ",,,,,332
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,19,,"Invalid Votes: ",,,,,0
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,70,,"Total Votes: ",,,,,332
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,20,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"VINCENT, Erik Bauman (APD) ",,0,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,3,"VINCENT, Lincoln  (LDP) ",,7,,,,,,,
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,15,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",546,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,32,,"Invalid Ballots: ",20,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",566,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,19,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,75,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,353,,,,,,,,,,
,"Invalid Votes: ",,,17,,,,,,,,,,
,"Total Votes: ",,,370,,,,,,,,,,
"Precinct: 03062 ","Polling Place: ",1,,,,,"Total: 166 ","Age 18-27: 33.1% ","Age 48-57: ",,,"7.8%",,
"MANAGBOKAI PALAVA HUT, MANAGBOKAI, Bomi ",,,,,,,"Males: 53.6% Females: 46.4% ","Age 28-37: 19.3% Age 38-47: 16.9% ","Age 58-67: Age 68+: ",,,"12.7%10.2%",,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Bomi ",,,"Bomi, Electoral District 1",,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,3,"ANDERSON, Alfred Boimah (NPP) ",,15,"BOIMAH, Sando Samuel (NPP) ",,,,,,12,
"BRUMSKINE, Charles Walker (LP) ",,,2,"BALLOH, Musah  (ALCOP) ",,85,"BROWN, Jeru S. (NDPL) ",,,,,,11,
