,,"COUNTY: MARYLANDELECTORAL DISTRICT: 2",,,,,
,,,"Non-",,,,
,,,"General ",,"Non-",,
"Precinct ",,,"General Returned ",,"Returned ",,
"Code ","Locality ","Address","Polling Places VotersIDP Polling ",,"IDPVoters",,
,,,"Places **",,,,
27039,"PLEEBO CITY HALL ","PLEEBO I ","5 2,665 - ",,"-",,
27040,"PLEEBO HIGH SCHOOL ","PLEEBO II ","5 2,414 - ",,"-",,
27041,"GRAND PUBLIC SCHOOL ","PLEEBO III ","3 1,479 - ",,"-",,
27043,"GEEBIO TOWN ","GEEBIO ","2 675 - ",,"-",,
27044,"GEDETARBO TOWN ","GEDETARBO ","2 786 - ",,"-",,
27045,"CRC RUBBER PLANTATIO ","CRC ELEMENTARY SCHOOL ","1 460 - ",,"-",,
27046,"NEMEKE ","NEMEKE TOWN HALL ","1 340 - ",,"-",,
27047,"DAEKE TOWN ","DAEKE TOWN HALL ","1 360 - ",,"-",,
27048,"CRC RUBBER PLANTATIO ","CRC KINDERGARTEN ","1 542 - ",,"-",,
27049,"SEDEKE ","SEDEKE TOWN HALL ","1 403 - ",,"-",,
27050,"COMMUNITY CENTER ","OLD SODOKEN ","1 426 - ",,"-",,
27051,"GBOLOLU TOWN HALL ","GBOLOLU ","1 336 - ",,"-",,
27052,"GBEAWEIN ","GBEAWEIN ELEMENTARY SCHOOL ","1 205 - ",,"-",,
27053,"GOLOBO ","GOLOBO ELEMENTARY SCHOOL ","2 974 - ",,"-",,
27054,"GBLOKE ","GBLOKE ELEMENTARY SCHOOL ","1 418 - ",,"-",,
27055,"BARAKE ","BARAKE ELEMENTARY SCHOOL ","2 770 - ",,"-",,
27056,"GBEKE ","GBEKE TOWN HALL ","1 53 - ",,"-",,
27057,"JEDEBIAKEN ","JEDEBIAKEN COMMUNITY SCHOOL ","1 422 - ",,"-",,
27058,"GOLOBO ","GOLOBO ELEMENTARY SCHOOL ","1 206 - ",,"-",,
27059,"WETCHUKEN ","WETCHUKEN ELEMENTARY SCHOOL ","1 390 - ",,"-",,
,,,"COUNTY: MARYLANDELECTORAL DISTRICT: 3",,,,
,,,,"Non-",,,
,,,,"General ",,"Non-",
"Precinct Code ",,"Locality ","Address ","Returned Polling GeneralIDPPlaces VotersPolling ",,"Returned IDPVoters",
,,,,"Places **",,,
27060,,"PEDEBO ","PEDEBO ELEMENTARY SCHOOL ","1 553 - ",,"-",
27061,,"YOOKUDI ","YOOKUDI ELEMENTARY SCHOOL ","2 716 - ",,"-",
27062,,"LITTLE WLEBO 1 ","LITTLE WLEBO TOWN HALL ","1 255 - ",,"-",
27063,,"FISH TOWN ","FISH TOWN PUBLIC SCHOOL ","2 688 - ",,"-",
27064,,"ROCK TOWN ","ROCK TOWN PUBLIC SCHOOL ","1 541 - ",,"-",
27065,,"SPRING HILL ","YEALU TOWN HALL ","1 281 - ",,"-",
27066,,"WHOLE GRAWAY ","WHOLE GRAWAY ELEMENTARY SCHOOL ","1 349 - ",,"-",
27067,,"CAVALLA ","CAVALLA PUBLIC SCHOOL ","1 497 - ",,"-",
27068,,"KABLAKE ","KABLAKE TOWN HALL ","1 108 - ",,"-",
27069,,"WORTEKE ","WORTEKE TOWN HALL ","1 119 - ",,"-",
27070,,"JACKSON VILLE ","EAST HARPER ELEMENTARY SCHOOL ","2 969 - ",,"-",
27071,,"CITY HALL ","HARPER CITYT HALL ","2 907 - ",,"-",
27072,,"NEWKRU TOWN ","NEWKRU TOWN HALL ","3 1,277 - ",,"-",
27073,,"HOFFMAN STATION ","BIG TOWN PUBLIC SCHOOL ","3 1,535 - ",,"-",
27074,,"HAPPER 1 URBANE ZONE ","AGNES THOMPSON KINDERGARTEN ","3 1,239 - ",,"-",
27075,,"HARPER 2 URBANE ZONE ","MERRY-GO-ROUND ","3 1,358 - ",,"-",
,"COUNTY: MONTSERRADO","ELECTORAL DISTRICT: 1",,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Returned Polling General IDP","Returned ",,,,
"Code ","Locality Address ","Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
30055,"CENTRAL MONROVIA 2 NEW PORT HIGH SCHOOL ","5 2,729 - ","-",,,,
30056,"CENTRAL MONROVIA 2 NEW PORT HIGH SCHOOL ","4 2,326 - ","-",,,,
30057,"CENTRAL MONROVIA 2 FAMILY NURSING CENTER ","4 1,897 - ","-",,,,
30058,"CENTRAL MONROVIA 2 CATHEDRAL CATHOLIC SCH ","4 2,238 - ","-",,,,
"*30066 ","CENTRAL MONROVIA 2 UPPER FRONT STREET",,,,,,
30059,"CENTRAL MONROVIA 2 CATHEDRAL CATHOLIC SCH ","4 1,995 - ","-",,,,
"*30062 ","CENTRAL MONROVIA 2 BROAD/ASHMUN/RANDALL",,,,,,
30060,"CENTRAL MONROVIA 2 OLD EXECUTIVE PAVILION ","4 2,336 - ","-",,,,
30061,"CENTRAL MONROVIA 2 OLD EXECUTIVE PAVILION ","3 1,745 - ","-",,,,
30063,"CENTRAL MONROVIA 2 OLD DUCOR CONTINENTAL ","2 1,192 - ","-",,,,
30064,"CENTRAL MONROVIA 2 CENTINAL PAVILION ","5 2,521 - ","-",,,,
"*30068 ","CENTRAL MONROVIA 2 LOWER ASHMUN",,,,,,
30065,"CENTRAL MONROVIA 2 CENTINAL PAVILION ","4 2,389 - ","-",,,,
"*30067 ","CENTRAL MONROVIA 2 LOWER ASHMUN",,,,,,
30069,"WEST POINT LIBERIA ELECTRIC HQ/COMP ","5 2,440 - ","-",,,,
"*30070 ","WEST POINT WEST POINT",,,,,,
30071,"WEST POINT LIBERIA ELECTRIC HQ/COMP ","4 1,952 - ","-",,,,
"*30072 ","WEST POINT WEST POINT",,,,,,
30073,"WEST POINT MV MASSAQUOI SCHOOL ","3 1,552 - ","-",,,,
30074,"WEST POINT MV MASSAQUOI SCHOOL ","3 1,685 - ","-",,,,
30075,"WEST POINT OUR LADY STAR OF THE SEA ","3 1,251 - ","-",,,,
30076,"WEST POINT OUR LADY STAR OF THE SEA ","2 1,160 - ","-",,,,
30077,"WEST POINT ADMINISTRATION BUILDING ","4 2,139 - ","-",,,,
30078,"WATER STREET OLD NATIONAL BANK BLDG ","5 2,451 - ","-",,,,
,"COUNTY: MONTSERRADO","ELECTORAL DISTRICT: 2",,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Polling General Returned IDP","Returned ",,,,
"Code ","Locality Address ","Places VotersPolling ","IDPVoters",,,,
,,"Places **",,,,,
30034,"CENTRAL MONROVIA 1 JL GIBSON SCHOOL ","6 3,002 - ","-",,,,
30035,"CENTRAL MONROVIA 1 ANTONETE TUBMAN STADIUM ","5 2,401 - ","-",,,,
30036,"CENTRAL MONROVIA 1 ANTONETE TUBMAN STADIUM ","5 2,800 - ","-",,,,
30037,"CENTRAL MONROVIA 1 MONROVIA DEMO SCHOOL ","4 2,071 - ","-",,,,
30038,"CENTRAL MONROVIA 1 MONROVIA DEMO SCHOOL ","4 2,153 - ","-",,,,
30039,"CENTRAL MONROVIA 1 CDB KING ELEMENTARY SCHOOL ","4 2,180 - ","-",,,,
30040,"CENTRAL MONROVIA 1 CDB KING ELEMENTARY SCHOOL ","4 2,268 - ","-",,,,
30041,"CENTRAL MONROVIA 1 YMCA ","3 1,276 - ","-",,,,
30042,"CENTRAL MONROVIA 1 SLIP WAY ELEM SCHOOL ","3 1,554 - ","-",,,,
30043,"CENTRAL MONROVIA 1 SLIP WAY ELEM SCHOOL ","3 1,356 - ","-",,,,
30044,"CENTRAL MONROVIA 1 GW GIBSON ","5 2,477 - ","-",,,,
30045,"CENTRAL MONROVIA 1 GW GIBSON ","4 2,161 - ","-",,,,
30046,"CENTRAL MONROVIA 1 LORMA QUARTES ELEM SCHOOL ","4 1,925 - ","-",,,,
30047,"CENTRAL MONROVIA 1 LORMA QUARTES ELEM SCHOOL ","4 1,869 - ","-",,,,
30050,"CENTRAL MONROVIA 1 NEW JERUSELAM SCHOOL ","4 2,227 - ","-",,,,
30053,"CENTRAL MONROVIA 2 ST THERASE COONVENT ","4 2,025 - ","-",,,,
"*30054 ","CENTRAL MONROVIA 2 RANDALL STREET COMMUNITY",,,,,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 3",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Places VotersIDP Polling ","IDPVoters",,,,
,,"Places **",,,,,
30048,"CENTRAL MONROVIA 1 UNIVERSITY OF LIBERIA ","3 1,506 - ","-",,,,
30049,"CENTRAL MONROVIA 1 UNIVERSITY OF LIBERIA ","4 2,115 - ","-",,,,
30052,"CENTRAL MONROVIA 1 VISION ACADEMY ","3 1,610 - ","-",,,,
"*30051 ","CENTRAL MONROVIA 1 JALLAH TOWN",,,,,,
30583,"GBANGAY TOWN  ELIZABETH PRIMARY SCHOOL ","4 2,194 - ","-",,,,
30584,"FIAMA COMMUNITY OCEAN VIEW CHRISTIAN ACADEMY ","4 2,185 - ","-",,,,
30585,"FIAMA COMMUNITY PHILIP PREPARATORY SCHOOL ","4 2,096 - ","-",,,,
30586,"VAMOMA COMMUNITY H.B. WILLIAMS ROYAL SCHOOL ","2 1,132 - ","-",,,,
30587,"AIRFIELD COMMUNITY ST MARK'S SCHOOL ","4 2,281 - ","-",,,,
30588,"AIRFIELD NEW ROAD CO LIBERIAN CHRISTIAN COLLEGE ","3 1,698 - ","-",,,,
30593,"20TH STREET COMMUNIT MINISTRY OF AGRICULTURE COMPOUND ","4 1,849 - ","-",,,,
30594,"16TH STREET COMMUNIT SMYTHE INSTITUTE BLDG ","4 1,971 - ","-",,,,
30595,"14TH STREET COMMUNIT ST. PETER LUTHERAN HIGH SCHOOL ","3 1,787 - ","-",,,,
30596,"12TH STREET COMMUNIT TUBMAN HIGH ANNEX ","3 1,443 - ","-",,,,
30597,"12TH STREET COMMUNIT WILLIAM V S TUBMAN HIGH SCHOOL I ","5 2,791 - ","-",,,,
"*30598 ","12TH STREET COMMUNIT 12TH ST., SINKOR",,,,,,
30599,"10TH STREET COMMUNIT MONROVIA FREE PENTECOSTAL SCHOOL ","3 1,350 - ","-",,,,
30600,"11TH STREET COMMUNIT ESTHER BACON ELEMENTARY SCHOOL ","3 1,638 - ","-",,,,
30601,"JORKPEN TOWN COMMU JORKPEN TOWN MARKET BUILDING ","4 1,837 - ","-",,,,
30602,"PLUNKOR COMMUNITY CHRIST & SELINA HOOKE MEMORIAL SCHOOL ","3 1,412 - ","-",,,,
30603,"SAYE TOWN COMMUNITY MONROVIA CITY HALL I ","5 2,671 - ","-",,,,
"*30604 ","SAYE TOWN COMMUNITY SAYE TOWN",,,,,,
30605,"5TH STREET COMMUNITY ACFI BUILDING ","2 819 - ","-",,,,
,,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 4",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Voters IDPPlaces Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
30567,,"V.P. ROAD COMMUNITY NAMUWA ENGLISH & ARABIC SCHOOL - II ","4 2,244 - ","-",,,
"*30570 ",,"OLD ROAD COMMUNITY OLD ROAD COMMUNITY",,,,,
30568,,"V.P. ROAD COMMUNITY WELLS HAIRSTON SCHOOL BLDG ","6 3,076 - ","-",,,
30569,,"OLD ROAD COMMUNITY MASON CENTER BLDG ","4 1,937 - ","-",,,
30571,,"NIPPY TOWN COMMUNIT NIPPY TOWN PUBLIC SCHOOL ","3 1,454 - ","-",,,
30572,,"TRANSFORMER AREA CO PEOPLE'S INSTITUTE BLDG ","2 956 - ","-",,,
30573,,"KEY HOLE COMMUNITY BETHLEHEM BAPTIST CHURCH SCHOOL ","2 898 - ","-",,,
30574,,"CABRAL HOUSING ESTAT A.C.S. COMPOUND ","4 2,317 - ","-",,,
30575,,"GAYE TOWN GAYE TOWN COMMUNITY SCHOOL ","6 3,159 - ","-",,,
30576,,"SMYTHE ROAD COMMUNI FORD MADDEN CHRISTIAN ACADEMY ","6 3,025 - ","-",,,
30577,,"DIVINE TOWN COMMUNIT A.G.M. SCHOOL BLDG ","3 1,411 - ","-",,,
30578,,"FISH MARKET COMMUNIT FOFANA ISLAMIC SCHOOL BLDG I ","2 1,141 - ","-",,,
30579,,"WROTO TOWN COMMUNI APOSTALIC FOUNDATION SCHOOL ","4 2,272 - ","-",,,
30580,,"OLD ROAD JUNCTION FAITHFUL FOUNDATION SCHOOL ","4 2,168 - ","-",,,
30581,,"LAKPAZEE COMMUNITY BARNES FOUNDATION SCHOOL ","4 2,397 - ","-",,,
30582,,"LAKPAZEE COMMUNITY BLDG  FOR TOMORROW SCHOOL ","3 1,280 - ","-",,,
30589,,"OLD MATADI ESTATE CO MATADI COMMUNITY SCHOOL ","3 1,287 - ","-",,,
30590,,"OLD MATADI ESTATE CO SOS CHILDREN SCHOOL ","3 1,373 - ","-",,,
30591,,"NEW MATADI ESTATE CO DON BOSCO YOUTH CENTRE ACTIVITY I ","6 3,069 - ","-",,,
"*30592 ",,"NEW MATADI ESTATE CO NEW MATADI COMMUNITY",,,,,
,,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 5",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Voters IDPPlaces Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
30555,,"PAYNESVILLE CENTRAL PAYNESVILLE CITY HALL ","6 3,320 - ","-",,,
30557,,"JOE BAR COMMUNITY PAYNESVILLE COMMUNITY SCHOOL ","6 3,197 - ","-",,,
30558,,"ELWA JUNCTION SEVENTH DAY ADVENTIST SCHOOL ","7 3,915 - ","-",,,
30559,,"12 HOUSES ROAD DYFATER SCHOOL BUILDING ","6 3,371 - ","-",,,
30560,,"SPORTS COMPLEX COM CARVER MISSION SCHOOL ","6 3,129 - ","-",,,
30561,,"SCHIEFFLIN ROAD COMM KENDEJA HIGH SCHOOL ","7 3,925 - ","-",,,
30562,,"PAGO ISLAND COMMUNIT REPENTANCE BAPTIST SCHOOL ","5 2,479 - ","-",,,
30563,,"CONGO TOWN CENTRAL SUSAN BERRY SCHOOL BLDG ","3 1,545 - ","-",,,
30564,,"CONGO TOWN CENTRAL R.C. LAWSON INSTITUTE ","4 2,151 - ","-",,,
30565,,"CONGO TOWN CENTRAL JOE B TATE SCHOOL ","4 1,818 - ","-",,,
30566,,"CONGO TOWN CENTRAL OPEN BIBLE SCHOOL BLDG ","3 1,777 - ","-",,,
30652,,"SPORTS COMPLEX COM CARVER MISSION SCHOOL - II ","2 760 - ","-",,,
,,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 6",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Places VotersIDP Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
30534,,"COCA COLA FACTORY PRACTICAL TRADES TRAINING CENTER ","6 3,399 - ","-",,,
30535,,"COCA COLA FACTORY FACTORY COMMUNITY CHRISTIAN ACADEMY ","6 3,126 - ","-",,,
30536,,"SOUL CLINIC COMMUNIT SOUL CLINIC MISSION I ","6 3,127 - ","-",,,
30537,,"SOUL CLINIC COMMUNIT SOUL CLINIC IDP CAMP ","1 507 5 ","2,446",,,
30540,,"PAYNESVILLE ROAD COM NATHAN E GIBSON SCHOOL ","5 2,850 - ","-",,,
30541,,"PAYNESVILLE ROAD ROCK INTERNATIONAL SCHOOL ","6 3,132 - ","-",,,
30542,,"WOOD CAMP ST. MATTHEW'S LUTHERAN ","6 3,160 - ","-",,,
30552,,"POLICE ACADEMY ANN SANDELL INSTITUTE I ","5 2,864 - ","-",,,
30553,,"POLICE ACADEMY ANN SANDELL INSTITUTE II ","5 2,905 - ","-",,,
30554,,"DUPORT ROAD SEYMOUR GRANN SCHOOL ","6 3,488 - ","-",,,
30556,,"PAYNESVILLE CENTRAL WILLIAM BEAN  INSTITUTE ","6 3,530 - ","-",,,
30649,,"COCA COLA FACTORY MORRIS FARM IDP CAMP ","1 487 4 ","1,809",,,
30650,,"PIPELINE ROAD SMALL CATHOLIC&CAT-LEK IDP CAMP ","4 2,336 1 ",338,,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 7",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Voters IDP Places Polling ","IDPVoters",,,,
,,"Places **",,,,,
30538,"PIPELINE ROAD CREDIT UNION BUILDING - I ","6 3,355 - ","-",,,,
30539,"PIPELINE ROAD CREDIT UNION BUILDING - II ","6 3,320 - ","-",,,,
30543,"SOMALIA DRIVE FREEWA PAYNESVILLE CENTRAL ACADEMY ","7 3,960 - ","-",,,,
30544,"SOMALIA DRIVE FREEWA KALITA SCHOOL BLDG. ","5 2,989 - ","-",,,,
30545,"72ND  BARRAC GOERGE TOE WASHINGTON SCHOOL ","6 3,200 - ","-",,,,
30546,"NEEZOE COMMUNITY CHRISTIAN METHODIST SCHOOL ","6 3,470 - ","-",,,,
30547,"NEEZOE COMMUNITY FAIRFIELD BAPTIST MISSION SCHOOL ","5 2,991 - ","-",,,,
30548,"JACOB’S TOWN ST. FRANCIS SCHOOL BLDG. ","5 2,501 - ","-",,,,
30549,"JACOB’S TOWN A.G.M. SCHOOL BLDG. ","6 3,133 - ","-",,,,
30550,"M.V.T.C. COMMUNITY. M.V.T.C. COMPOUND 1 ","5 2,486 - ","-",,,,
30551,"DOUBLE BRIDGE M.V.T.C. COMPOUND 2 ","4 2,242 - ","-",,,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 8",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Polling General Returned IDP","Returned ",,,,
"Code ","Locality Address ","Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
30606,"STEPHEN TOLBERT ESTA SPECIAL PROJECT SCHOOL ","4 2,240 - ","-",,,,
30607,"STEPHEN TOLBERT ESTA WESLEYAN SCHOOL ","5 2,439 - ","-",,,,
30608,"CHICKEN SOUP FACTOR WELLS HAIRSTON SCHOOL BLDG ","4 2,306 - ","-",,,,
30609,"CHICKEN SOUP FACTOR CHRISTIAN DAVID ELE. & JR.HIGH SCHOOL ","3 1,275 - ","-",,,,
30610,"CHICKEN SOUP FACTOR AGM SCHOOL ","4 1,995 - ","-",,,,
30611,"M.T.A. TOWN ST. MAGARET SCHOOL ","4 2,241 - ","-",,,,
30612,"L.P.R.C. COMMUNITY VICNIPOJIM (SIS.ANGIE'S SCHOOL) ","3 1,640 - ","-",,,,
30613,"L.P.R.C. COMMUNITY RICHARD HUNTER SCHOOL I ","3 1,711 - ","-",,,,
30614,"SHOE FACTORY COMMU HENRY TAYLOR INSTITUTE ","3 1,593 - ","-",,,,
30615,"SHOE FACTORY COMMU RICHARD HUNTER SCHOOL II ","3 1,523 - ","-",,,,
30617,"BARDNERSVILLE ROAD C GARDNERSVILLE TOWN HALL ","5 2,984 - ","-",,,,
30618,"DAYBREAK MOUTH J&M ACADEMY SCHOOL ","3 1,729 - ","-",,,,
30626,"BARDNERSVILLE COMMU NEW LIFE CHRISTIAN ACADEMY ","4 2,188 - ","-",,,,
30627,"BARDNERSVILLE COMMU BARDNERSVILLE PUBLIC SCHOOL ","3 1,287 - ","-",,,,
"*30628 ","BARDNERSVILLE COMMU BARDNERSVILLE COMMUNITY",,,,,,
30629,"BARDNERSVILLE COMMU SHERLY KORMEH SCH ","3 1,583 - ","-",,,,
"*30630 ","BARDNERSVILLE COMMU BARDNERSVILLE TOWN",,,,,,
30631,"BARDNERSVILLE COMMU GRACE BAPTIST SCHOOL ","5 2,793 - ","-",,,,
30632,"BARDNERSVILLE COMMU E.J. GOODRIDGE SCHOOL -I ","4 1,812 - ","-",,,,
30633,"BARDNERSVILLE COMMU E.J. GOODRIDGE SCHOOL -II ","5 2,483 - ","-",,,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 9",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Polling GeneralReturned IDP","Returned ",,,,
"Code ","Locality Address ","Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
30616,"KESSELLEY BLDG. STAR INTERNATIONAL ACADEMY ","4 2,021 - ","-",,,,
30619,"SNOW HILL ST.PHILIP SCHOOL ","6 3,013 - ","-",,,,
30620,"NYANFOR TOWN DENNIS FOUNDATION SCHOOL ","4 2,003 - ","-",,,,
30621,"SUPERMARKET COMMUN JIMMY JOLOCON SCHOOL ","4 2,300 - ","-",,,,
30622,"SUPERMARKET COMMUN ST.MICHAEL SCHOOL ","6 3,059 - ","-",,,,
30623,"NEW GEORGIA  ROAD ST.MICHAEL HIGH SCHOOL ","5 2,404 - ","-",,,,
30624,"CHOCOLATE CITY ALLEN BRYANT SCHOOL ","5 2,756 - ","-",,,,
30625,"IRON FACTORY FREEWAY BAPTIST SCHOOL ","6 3,073 - ","-",,,,
30634,"NEW GEORGIA ESTATE JUNIOR HIGH SCHOOL 1 ","5 2,521 - ","-",,,,
30635,"NEW GEORGIA ESTATE SOLOMON TEMPLE SCHOOL ","2 1,029 - ","-",,,,
30636,"NEW GEORGIA ESTATE CHRISTIANA COMFORT BEDEL SCHOOL ","4 2,353 - ","-",,,,
30637,"TUSA FIELD COMMUNITY KULA MEMORIAL ACADEMY ","4 1,942 - ","-",,,,
30638,"TUSA FIELD COMMUNITY GRACE A. G. M. SCHOOL ","3 1,215 - ","-",,,,
30639,"TUSA FIELD COMMUNITY SALVATION & DELIVERANCE CHRIST.ACAD. ","4 1,986 - ","-",,,,
30640,"TUSA FIELD COMMUNITY HENRI W DENNIS SCHOOL ","4 1,927 - ","-",,,,
30641,"BATTERY FACTORY MOTHER KEBBEH ACADEMY ","4 1,997 - ","-",,,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 10",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Voters IDP Places Polling ","IDPVoters",,,,
,,"Places **",,,,,
30129,"JAMIAICA RD. COMM BOATSWIN JR HIGH SCH ","5 2,423 - ","-",,,,
30130,"JAMIAICA RD. COMM TRUMPET OF FAITH BAPTIST SCHOOL ","3 1,406 - ","-",,,,
30131,"JAMIAICA RD. COMM ISAAC G MACAULY SCHOOL ","3 1,514 - ","-",,,,
"*30132 ","JAMIAICA RD. COMM ZINC CAMP, JAMAICA ROAD",,,,,,
30133,"COW FACTORY MAC FOUNDATION SCHOOL ","3 1,608 - ","-",,,,
30134,"SKD COMMUNITY SKD COMM ELEM JR SCHOOL ","4 1,881 - ","-",,,,
30135,"SKD COMMUNITY SKD COMM ELEM JR SCHOOL ","4 1,870 - ","-",,,,
30136,"LOGAN TOWN LPMC WAREHOUSE ","5 2,474 - ","-",,,,
30137,"LOGAN TOWN LPMC WAREHOUSE ","5 2,427 - ","-",,,,
30139,"CLARA TOWN FANIMA ISLAMIC SCHOOL ","5 2,756 - ","-",,,,
"*30138 ","CLARA TOWN CENTRAL CLARA TOWN",,,,,,
30140,"CLARA TOWN JAMES DOE YOUNG SN. SCH ","4 2,071 - ","-",,,,
30142,"CLARA TOWN CLARA TOWN CENTRAL JR HIGH SCH ","5 2,899 - ","-",,,,
"*30141 ","CLARA TOWN CLARA TOWN",,,,,,
30143,"CLARA TOWN TOWN HALL ","4 1,809 - ","-",,,,
30144,"CLARA TOWN TOWN HALL ","3 1,700 - ","-",,,,
30145,"CLARA TOWN MARVI SONU ELE/JR HIGH SCHOOL ","3 1,421 - ","-",,,,
30146,"VAI TOWN SAVACO COMMUNITY SCH ","4 2,084 - ","-",,,,
30147,"VAI TOWN IMAM ABDULLAH TUNIS ISLAMIC SCH ","3 1,712 - ","-",,,,
30148,"VAI TOWN TIMOSA ACADEMY ","5 2,759 - ","-",,,,
"*30149 ","VAI TOWN FREE PORT ",,,,,,
,,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 11",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Voters IDPPlaces Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
30090,,"DUALA/CALDWELL GOD IS OUR LIGHT SCHOOL ","3 1,237 - ","-",,,
30091,,"DUALA/CALDWELL GOD IS OUR LIGHT SCHOOL ","3 1,268 - ","-",,,
30094,,"DUALA/CALDWELL WESLAYAN ACADEMY ","5 2,494 - ","-",,,
"*30092 ",,"DUALA/CALDWELL MOMBO TOWN/STOCKTON CREEK",,,,,
"*30093 ",,"DUALA/CALDWELL MOMBO TOWN/STOCKTON CREEK",,,,,
30099,,"DUALA/CALDWELL ST MARYS SCHOOL ","3 1,213 - ","-",,,
30100,,"DUALA/CALDWELL ST MARYS SCHOOL ","3 1,218 - ","-",,,
30102,,"DUALA/CALDWELL AGM SCH BLDG ","4 2,019 - ","-",,,
"*30101 ",,"DUALA/CALDWELL CALDWELL ROAD",,,,,
"*30103 ",,"DUALA/CALDWELL CALDWELL RD. JUNCTION",,,,,
30105,,"DUALA/CALDWELL NATIONAL HOUSING BANK ","3 1,480 - ","-",,,
"*30104 ",,"DUALA/CALDWELL CALDWELL RD. JUNCTION",,,,,
30108,,"BONG MINE BRIDGE LUTHERAN SCHOOL BLDG ","3 1,705 - ","-",,,
"*30109 ",,"BONG MINE BRIDGE BONG MINES  BRIDGE",,,,,
"*30110 ",,"BONG MINE BRIDGE BONG MINES  BRIDGE",,,,,
30112,,"BONG MINE BRIDGE  KING PETERS TOWN ELEM SCHOOL ","3 1,406 - ","-",,,
"*30111 ",,"BONG MINE BRIDGE KING PATERS TOWN",,,,,
30113,,"LOGAN TOWN CENTRAL MARKET NURSURY SCHOOL ","3 1,499 - ","-",,,
30114,,"LOGAN TOWN CENTRAL MARKET NURSURY SCHOOL ","3 1,683 - ","-",,,
30115,,"LOGAN TOWN JOANNA ANTOR EL & JR HIGH SCH ","5 2,758 - ","-",,,
"*30116 ",,"LOGAN TOWN  LOGAN TOWN CENTRAL",,,,,
30118,,"LOGAN TOWN ST EDWARD CATHOLIC SCHOOL ","4 2,048 - ","-",,,
"*30117 ",,"LOGAN TOWN  LOGAN TOWN CENTRAL",,,,,
30119,,"LOGAN TOWN K ABEDU BESSI SCHOOL /MCSS ","2 1,135 - ","-",,,
30121,,"LOGAN TOWN ST MATHEW UNITED METHODIST  SCH ","3 1,584 - ","-",,,
"*30120 ",,"LOGAN TOWN CENTRAL LOGAN TOWN (VICKIES SPOT)",,,,,
30122,,"LOGAN TOWN T.K. GEEPLAY SCHOOL ","3 1,687 - ","-",,,
"*30123 ",,"LOGAN TOWN  TOYOTA GARAGE",,,,,
30125,,"LOGAN TOWN ABEN INTERNATIONAL SCHOOL ","3 1,683 - ","-",,,
"*30124 ",,"LOGAN TOWN TEQUAH ROAD",,,,,
30126,,"LOGAN TOWN SAMUEL T. KUN MEMORIAL SCH ","3 1,242 - ","-",,,
30127,,"LOGAN TOWN SAMUEL T. KUN MEMORIAL SCH ","3 1,314 - ","-",,,
30128,,"LOGAN TOWN DONALD M KARNS WESLEYAN ","3 1,632 - ","-",,,
,"COUNTY: MONTSERRADOELECTORAL DISTRICT: 12",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Places VotersIDP Polling ","IDPVoters",,,,
,,"Places **",,,,,
30081,"TWEH FARM ST PAULS BRIDGE ELEM SCH/MCSS ","3 1,405 - ","-",,,,
"*30079 ","TWEH FARM TWEH FARM (NEAR ISLAND CLINIC)",,,,,,
